conversation_id,conversation_title,conversation_source,message_index,No.,created_at_jst,role,type,content,score,feedback,source,matched_sources
c7933bce-e1ab-46ee-b305-1da757956633,月曜の徒歩観光スポットに関する相談,Widget or Iframe,12,796,2026-01-09 18:39:50,assistant,text,焼津市内には、月曜日でも楽しめるさまざまなモデルコースがあります。どのコースについて詳しく知りたいですか？,0.73046875,,llm,"[{""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/transportation/bus-taxi/bus/enjoy/use.html""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/653""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/548""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/612""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/633""}]"
c7933bce-e1ab-46ee-b305-1da757956633,月曜の徒歩観光スポットに関する相談,Widget or Iframe,13,797,2026-01-09 18:40:34,user,text,山城・家康コースを知りたい,,,,
c7933bce-e1ab-46ee-b305-1da757956633,月曜の徒歩観光スポットに関する相談,Widget or Iframe,14,798,2026-01-09 18:40:50,assistant,text,"焼津の山城・家康ゆかりの史跡巡りコースについて詳しくご説明します。

## 焼津の山城・家康ゆかりの史跡巡り

**コース概要**
高草山の登山道入口から、花沢城跡までの山麓ウォーキングを楽しむコースです。バス停の近くには、家康にゆかりのある「旗掛石」があり、家康を身近に感じることができます。

- **距離**：徒歩約4km
- **所要時間**：約2時間
- **難易度**：一部急坂あり。ご自身の体力・体調に合わせてお楽しみください

**アクセス情報（焼津循環線を利用）**

**＜行き＞**
- 乗車場所：焼津駅前 1番のりば
- 運賃：200円
- 平日：路線「ゆりかもめ」 8:54発 → 高草山石脇入口 9:06着
- 土日祝：路線「さつき」 8:45発 → 高草山石脇入口 9:07着

**＜帰り＞**
- 乗車場所：日本坂PAバス停より乗車
- 運賃：200円
- 平日：路線「さつき」 11:31発 → 焼津駅前 11:44着
- 土日祝：路線「ゆりかもめ」 11:49発 → 焼津駅前 12:17着

**コースポイント（地図上の番号順）**

**スタート地点**：高草山石脇入口バス停

① **風口坂道標** - 登山道の入口

② **鳴沢不動尊** - 山道沿いの信仰スポット

③ **花沢城跡** - 戦国時代の城跡。1570年（永禄13年）に武田信玄による攻略を受けた歴史を持つ

④ **諏訪神社** - 地域の信仰を集める神社

⑤ **旗掛石・浅間神社** - 家康が鷹狩りの際、この地を訪れ、原川新三郎の邸を本陣にした際に「旗を立て、馬の鞍を掛けた」と伝えられている。双子のように並ぶ二つの巨石で、地元では古くから霊験あらたかな磐座（いわくら）として信仰を集めてきた場所です

⑥ **石脇城跡・大日堂** - 戦国時代の城跡と寺院

**ゴール地点**：日本坂PAバス停

**詳細マップ・データ**
[https://www.city.yaizu.lg.jp/documents/13409/03yamajiro_ieyasu.pdf]

このコースは、徳川家康や戦国時代の歴史に興味のある方、ハイキングが好きな方に特におすすめです。",0.67578125,,llm,"[{""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/transportation/bus-taxi/bus/enjoy/use.html""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/653""}]"
c7933bce-e1ab-46ee-b305-1da757956633,月曜の徒歩観光スポットに関する相談,Widget or Iframe,15,799,2026-01-09 18:40:50,assistant,text,このコースについて、他にご質問はありますか？,,,,[]
c7933bce-e1ab-46ee-b305-1da757956633,月曜の徒歩観光スポットに関する相談,Widget or Iframe,16,800,2026-01-09 18:40:50,assistant,text,このコースについて、他にご質問はありますか？,0.67578125,,llm,"[{""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/transportation/bus-taxi/bus/enjoy/use.html""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/653""}]"
c7933bce-e1ab-46ee-b305-1da757956633,月曜の徒歩観光スポットに関する相談,Widget or Iframe,17,801,2026-01-27 12:16:22,user,text,2月11日焼津駅徒歩半日観光,,,,
c7933bce-e1ab-46ee-b305-1da757956633,月曜の徒歩観光スポットに関する相談,Widget or Iframe,18,802,2026-01-27 12:16:37,assistant,text,"2月11日（火・祝日）に焼津駅から徒歩で半日観光できるコースをご提案します。

## 焼津駅周辺 徒歩半日観光コース（約2～3時間）

2月11日は祝日のため、多くの施設が営業しています。焼津駅を中心に徒歩で巡れるコースをご紹介します。

**コース1：焼津港周辺ウォーキング（約2時間）**

焼津駅から徒歩でスタート：

① **焼津市役所新庁舎** - 徒歩約15分
   - 7階展望室：駿河湾と富士山を一望
   - 足湯（焼津温泉）：雨天を除く午前9時～午後4時まで無料利用可

② **深層水ミュージアム** - 徒歩約20分
   - 駿河湾の深層水について学べる
   - オオグソクムシなど深海生物を展示
   - 屋上展望台から富士山と駿河湾を一望
   - 入場無料

③ **焼津漁港親水広場ふぃしゅーな** - 徒歩約5分
   - 「恋人の聖地」に認定された場所
   - 「焼津ウェーブ＆カツオベル」モニュメント
   - 富士山に出会える海岸として知られています

④ **焼津PORTERS** - 徒歩約10分
   - 漁具倉庫をリノベーションした複合施設
   - カフェや飲食店で休憩・食事可能

**コース2：焼津神社参拝コース（約2時間）**

焼津駅からバス利用（往路のみ）：

① **焼津神社** - バス「焼津循環線さつき」で「文化センター前」下車、徒歩約5分
   - 西暦409年創建、1600年以上の歴史
   - 祭神は日本武尊
   - 8月12・13日の大祭は「東海一の荒祭」として知られています

② **歴史民俗資料館＆小泉八雲資料館** - 徒歩約10分
   - 焼津の歴史と文化を学べます

③ **焼津駅周辺** - 徒歩で帰路

**おすすめ食事スポット**

- **まぐろ茶屋** - 焼津駅周辺、マグロ料理専門
- **魚家ととや** - 地元小川港、御前崎港、由比港の地魚を使用
- **焼津PORTERS内の飲食店** - 港の雰囲気を感じながら食事

**2月11日の注意点**

- 祝日のため、一部店舗の営業時間が異なる可能性があります
- 事前に各施設の営業状況をご確認ください
- 天候によって足湯の利用可否が変わります

どちらのコースにご興味がありますか？",0.6953125,,llm,"[{""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/496""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/653""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1720""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1368""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1469""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/633""}]"
c7933bce-e1ab-46ee-b305-1da757956633,月曜の徒歩観光スポットに関する相談,Widget or Iframe,19,803,2026-01-27 12:16:37,assistant,text,どちらのコースについて詳しく知りたいですか、それとも他にご質問はありますか？,,,,[]
c7933bce-e1ab-46ee-b305-1da757956633,月曜の徒歩観光スポットに関する相談,Widget or Iframe,20,804,2026-01-27 12:16:37,assistant,text,どちらのコースについて詳しく知りたいですか、それとも他にご質問はありますか？,0.6953125,,llm,"[{""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/496""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/653""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1720""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1368""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1469""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/633""}]"
c7933bce-e1ab-46ee-b305-1da757956633,月曜の徒歩観光スポットに関する相談,Widget or Iframe,21,805,2026-01-27 12:19:35,user,text,神社コースを知りたい,,,,
c7933bce-e1ab-46ee-b305-1da757956633,月曜の徒歩観光スポットに関する相談,Widget or Iframe,22,806,2026-01-27 12:19:51,assistant,text,"焼津神社参拝と周辺散策コースについて詳しくご説明します。

## 焼津神社参拝と周辺散策

**コース概要**
焼津神社の創建は西暦409年と言われており、1600年以上もの歴史があります。現在の本殿は徳川家康によって建てられたもので、毎年多くの方が参拝に訪れます。

- **距離**：約3km
- **所要時間**：約2時間
- **運賃**：200円（バス往路のみ）

**アクセス情報**

**＜行き＞**
- 乗車場所：焼津駅前
- 路線：自主運行バス「焼津循環線」さつき
- 平日：9:56発
- 土日祝：9:24発
- 下車：「文化センター前」
- 運賃：200円

**＜帰り＞**
- 焼津駅へ徒歩で帰路（約1km）

**コースポイント（順序）**

**スタート地点**：焼津駅

① **バス乗車** → 「文化センター前」下車

② **歴史民俗資料館＆小泉八雲資料館を見学**
   - 焼津の歴史と文化を学べます
   - 小泉八雲（ラフカディオ・ハーン）ゆかりの資料を展示

③ **徒歩移動**（約1km）

④ **焼津神社参拝**
   - **主祭神**：日本武尊（やまとたけるのみこと）
   - **創建**：西暦409年
   - **歴史**：1600年以上の歴史を持つ由緒ある神社
   - **社殿**：徳川家康によって再建された美しい「流造（ながれづくり）」の建築様式
   - **信仰**：地元では古くから「海上安全」「大漁祈願」「厄除け」「勝運」の神として信仰されています
   - **見どころ**：境内には多くの見どころがあります
   - **大祭**：毎年8月12・13日に開催される「荒祭（あらまつり）」は、迫力ある伝統行事として多くの人々を魅了します

⑤ **徒歩で周辺を散策**（約1km）

⑥ **焼津御旅所** - 神社の関連施設

⑦ **普門寺** - 庭園が美しい寺院

⑧ **御沓脱史跡** - 歴史的な史跡

⑨ **JA大井川 まんさいかん焼津** - 新鮮野菜をお買い物

⑩ **駅周辺で昼食をお楽しみください**

**ゴール地点**：焼津駅へ移動（約1km）

**詳細マップ・データ**
[https://www.city.yaizu.lg.jp/documents/13409/05yaizujinja.pdf]

**焼津神社の公式ホームページ**
[https://yaizujinja.or.jp/]

**2月11日（祝日）のご注意**

- 祝日のため、バスの運行時間が通常と異なる可能性があります
- 各施設の営業時間を事前にご確認ください
- 神社は通常通り参拝できます

このコースは、焼津の歴史と文化を深く知りたい方、神社参拝に興味のある方に特におすすめです。",0.80078125,,llm,"[{""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/transportation/bus-taxi/bus/enjoy/use.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/documents/13409/05yaizujinja.pdf""}]"
c7933bce-e1ab-46ee-b305-1da757956633,月曜の徒歩観光スポットに関する相談,Widget or Iframe,23,807,2026-01-27 12:19:51,assistant,text,このコースについて、他にご質問はありますか？,,,,[]
c7933bce-e1ab-46ee-b305-1da757956633,月曜の徒歩観光スポットに関する相談,Widget or Iframe,24,808,2026-01-27 12:19:51,assistant,text,このコースについて、他にご質問はありますか？このコースは、焼津の歴史と文化を深く知りたい方、神社参拝に興味のある方に特におすすめです。,0.80078125,,llm,"[{""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/transportation/bus-taxi/bus/enjoy/use.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/documents/13409/05yaizujinja.pdf""}]"
db617152-0015-4aed-8d4d-f3b7e32a9ce2,焼津市でのひとり旅サポート,Widget or Iframe,0,809,2026-01-27 12:07:43,assistant,text,焼津へようこそ！🌊観光チャットボットはこちらからどうぞ,,,,[]
db617152-0015-4aed-8d4d-f3b7e32a9ce2,焼津市でのひとり旅サポート,Widget or Iframe,1,810,2026-01-27 12:07:43,assistant,text,Welcome to Yaizu! 🌊Your local travel assistant is here — feel free to ask anything.,,,,[]
db617152-0015-4aed-8d4d-f3b7e32a9ce2,焼津市でのひとり旅サポート,Widget or Iframe,2,811,2026-01-27 12:07:43,user,text,👤 Solo Traveler / ひとり旅,,,,
db617152-0015-4aed-8d4d-f3b7e32a9ce2,焼津市でのひとり旅サポート,Widget or Iframe,3,812,2026-01-27 12:07:54,assistant,text,"こんにちは！ひとり旅でのご来訪、ありがとうございます。焼津市には、ひとり旅を楽しむのに最適なスポットや体験がたくさんあります。

焼津市でのひとり旅について、何かお手伝いできることはありますか？例えば：

- **食べ物・グルメ** — 新鮮な海鮮料理やカフェ
- **観光スポット** — 見どころや体験施設
- **アクティビティ** — サイクリングやハイキング
- **温泉** — 焼津温泉でのリラックス
- **アクセス** — 駅からの移動方法

ご興味のあることをお聞かせください！",0.6875,,llm,"[{""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/3262""}, {""type"": ""link"", ""name"": ""https://www.nap-camp.com/mag/tags/20""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/events/%E5%A5%BD%E3%81%8D%E3%82%92%E4%BB%95%E4%BA%8B%E3%81%AB%E3%81%99%E3%82%8B%E3%80%8C%E5%B0%8F%E5%95%86%E3%81%84%E3%80%8D%E3%81%A8%E3%80%81%E5%9C%B0%E5%9F%9F%E3%82%92%E6%94%AF%E3%81%88%E3%82%8B%E3%80%8C""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/photo/1274""}, {""type"": ""link"", ""name"": ""https://sakidori.co/tag/311""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/blog""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/blog/""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/""}]"
db617152-0015-4aed-8d4d-f3b7e32a9ce2,焼津市でのひとり旅サポート,Widget or Iframe,4,813,2026-01-27 12:07:54,assistant,text,焼津市でのひとり旅について、何かお手伝いできることはありますか？,,,,[]
db617152-0015-4aed-8d4d-f3b7e32a9ce2,焼津市でのひとり旅サポート,Widget or Iframe,5,814,2026-01-27 12:08:04,user,text,🧭 観光スポットを知りたい,,,,
db617152-0015-4aed-8d4d-f3b7e32a9ce2,焼津市でのひとり旅サポート,Widget or Iframe,6,815,2026-01-27 12:08:13,assistant,text,"焼津市には、ひとり旅に最適な観光スポットがたくさんあります！いくつかご紹介します。

**山の手エリア（歴史・自然）**
- **花沢城跡** — 歴史的な城跡でハイキングが楽しめます
- **虚空蔵山** — 駐車場完備で、自然を満喫できます
- **焼津のハイキング** — 複数のコース情報が揃っています
- **橘農園** — 体験型の農園施設です

**南部エリア（体験・公園）**
- **ディスカバリーパーク焼津天文科学館** — 天文科学を学べる体験施設（駐車場・バリアフリー完備）
- **石津海岸公園** — 海岸の自然を楽しめます（バリアフリー対応）
- **葵サンプル** — ユニークな体験ができます（駐車場・バリアフリー完備）

**その他**
- **焼津市指定史跡 井伊直孝産湯の井** — 歴史的な史跡です

どのエリアや種類のスポットに興味がありますか？詳しい情報をお伝えできます。",0.82421875,,llm,"[{""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1406""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/4770""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1934""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1381""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1552""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/6256""}]"
db617152-0015-4aed-8d4d-f3b7e32a9ce2,焼津市でのひとり旅サポート,Widget or Iframe,7,816,2026-01-27 12:08:13,assistant,text,どのスポットについて、もっと詳しく知りたいですか？,,,,[]
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,0,817,2026-01-26 21:44:10,assistant,text,焼津へようこそ！🌊観光チャットボットはこちらからどうぞ,,,,[]
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,1,818,2026-01-26 21:44:10,assistant,text,Welcome to Yaizu! 🌊Your local travel assistant is here — feel free to ask anything.,,,,[]
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,2,819,2026-01-26 21:44:10,user,text,2月の21~22に全員大人の家族9人で焼津に旅行へと行くのですが、車椅子の人が1人います。車椅子かつ高齢者の人でも楽しめる場所はどこかありますか。,,,,
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,3,820,2026-01-26 21:44:29,assistant,text,"焼津市内で車椅子利用者と高齢者も楽しめるバリアフリー対応の観光スポットをご紹介します。

**焼津さかなセンター**
約60店舗が集結した水産地総合市場で、「見て、買って、食べ尽くす」体験ができます。駐車場完備、バリアフリー対応で、家族連れに最適です。市場内には多数の飲食店があり、寿司や海鮮丼、軽食など気軽に楽しめます。大食堂「渚」は団体昼食（要予約）にも対応しており、最大700席で大人数の受け入れが可能です。

アクセス：焼津駅から自主運行バス（ゆりかもめ・さつき）で12～24分、「さかなセンター」下車、徒歩約2分

公式ホームページ：[https://www.sakana-center.com/](https://www.sakana-center.com/)

**宿泊施設**
バリアフリー対応の宿泊施設もあります：

- **亀の井ホテル焼津** - 駐車場有、バリアフリー対応
- **HOTEL nanvan焼津** - 駐車場有、バリアフリー対応、焼津温泉使用
- **焼津グランドホテル** - 駐車場有、バリアフリー対応、駿河湾と富士山の絶景が楽しめるオールインクルーシブ・リゾート
- **ホテルアンビア松風閣** - 駐車場有、バリアフリー対応、全客室と露天風呂から富士山と駿河湾が一望できます

9名の大人数でのご利用の場合、事前にご連絡いただくことをお勧めします。",0.8046875,,llm,"[{""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1661""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/2102""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/stay/""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1506""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/2452""}]"
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,4,821,2026-01-26 21:44:29,assistant,text,焼津さかなセンターへのアクセス方法や、他にご質問があればお知らせください。,,,,[]
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,5,822,2026-01-26 21:44:40,user,text,宿泊先は既に決まっています,,,,
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,6,823,2026-01-26 21:44:47,assistant,text,"かしこまりました。宿泊先がお決まりでしたら、焼津さかなセンターなど、バリアフリー対応の観光スポットをご活用ください。

2月21～22日のご滞在中、車椅子利用者と高齢者の方も一緒に楽しめる場所について、他にご質問やご希望があればお気軽にお知らせください。",0.55859375,,llm,"[{""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1769""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/2339""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/stay/""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/2743""}]"
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,7,824,2026-01-26 21:44:47,assistant,text,焼津での観光について、他にご質問やご希望があればお知らせください。,,,,[]
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,8,825,2026-01-26 21:46:29,user,text,食事意外になにか楽しめるような施設はありますか？,,,,
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,9,826,2026-01-26 21:46:43,assistant,text,"車椅子利用者と高齢者も楽しめる、食事以外の施設をご紹介します。

**サンライフ焼津**
焼津黒潮温泉を中心とした複合施設です。バリアフリー対応で、以下の施設が利用できます：

- **黒潮天然温泉**：地下1,500mから湧き出す温泉で、塩分濃度が濃く、弱アルカリ性で保湿効果が高い温泉です。神経痛や冷え性、美肌効果があることで知られています。浴槽は普通の温泉に加えて、マッサージ効果のある美泡風呂、ジャグジー風呂、ラジウムサウナがあります。料金は大人（中学生以上）560円、子供（小学生以下）340円と安く、外に出なければ1日何回でも入浴が可能です。
- **ラウンジ**：日当たりの良い吹き抜けガラス張りの部屋で、ゆっくりくつろげます。テレビもあり、マッサージチェア（15分200円）も利用できます。
- **ひまわり食堂**：レストランでの食事やデザート、ドリンクが楽しめます。

**元湯 なかむら館**
JR焼津駅北口から徒歩約4分の日帰り温泉施設です。バリアフリー対応で、以下が特徴です：

- **100％源泉掛け流しの天然温泉**：地下約1,500mから湧き出す泉質で、湯上がり後も体が温かく保たれます。
- **露天風呂**：駅近くながら露天風呂が楽しめます。
- **カフェ「なかカフェ」**：温泉で体を温めた後、カフェでひと休みできます。
- **整体「なかモミ」**：体をほぐしてリラックスできます。

営業時間：10:00～20:00（最終受付 19:30）

公式ホームページ：[https://nakamurakan.co.jp/](https://nakamurakan.co.jp/)

**焼津グランドホテル**（宿泊施設ですが、日帰り利用も可能）
オールインクルーシブ型で、食事やラウンジ、アクティビティなど全てが料金に含まれます。バリアフリー対応で、充実した室内遊び場や温泉も楽しめます。

これらの施設は、車椅子利用者と高齢者も安心してご利用いただけます。",0.72265625,,llm,"[{""type"": ""link"", ""name"": ""https://yaidara.jp/hobby/3165""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1506""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/hobby/3097""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/facility/3515""}]"
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,10,827,2026-01-26 21:46:43,assistant,text,温泉施設や他の観光スポットについて、さらに詳しい情報が必要でしたらお知らせください。,,,,[]
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,11,828,2026-01-26 21:46:43,assistant,text,温泉施設や他の観光スポットについて、さらに詳しい情報が必要でしたらお知らせください。,0.72265625,,llm,"[{""type"": ""link"", ""name"": ""https://yaidara.jp/hobby/3165""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1506""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/hobby/3097""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/facility/3515""}]"
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,12,829,2026-01-26 21:46:58,user,text,観て楽しめるようなものはある？,,,,
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,13,830,2026-01-26 21:47:11,assistant,text,"車椅子利用者と高齢者も観て楽しめる施設をご紹介します。

**焼津小泉八雲記念館**
明治の文豪・小泉八雲（ラフカディオ・ハーン）が焼津に滞在した際の足跡を辿る記念館です。バリアフリー対応で、以下が特徴です：

- **八雲の生涯と作品**：八雲の人生や代表作「怪談」などの作品について、展示資料を通じて学べます。
- **焼津との関わり**：八雲が焼津で過ごした時間や、当時の焼津の様子について知ることができます。
- **文学的価値**：日本文学史における八雲の重要性を理解できます。

**うみしる**（焼津市立博物館）
焼津の海と人のつながりをテーマにした博物館です。バリアフリー対応で、以下が特徴です：

- **焼津の海の生き物**：駿河湾の豊かな海の生態系について、標本や映像で学べます。
- **焼津の漁業の歴史**：古くから続く漁業文化と、その発展の歴史を知ることができます。
- **インタラクティブな展示**：見て、触れて、体験できる展示が多くあります。

**うみえ～る焼津**
焼津の海の魅力を発信する施設です。バリアフリー対応で、以下が特徴です：

- **駿河湾の海の生き物**：水族館的な展示で、駿河湾に生息する様々な海の生き物を観察できます。
- **焼津の海産物**：焼津で獲れる海産物について、展示を通じて学べます。
- **海の体験**：海に関する様々な体験ができます。

これらの施設は、車椅子利用者と高齢者も安心して観光できるバリアフリー対応です。",0.65234375,,llm,"[{""type"": ""link"", ""name"": ""https://sakidori.co/category/book""}, {""type"": ""link"", ""name"": ""https://sakidori.co/tag/6620""}, {""type"": ""link"", ""name"": ""https://sakidori.co/popular""}]"
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,14,831,2026-01-26 21:47:11,assistant,text,これらの施設へのアクセス方法や、営業時間などの詳しい情報が必要でしたらお知らせください。,,,,[]
ec8f864c-7147-4791-bf49-ffcf2e79dd47,焼津旅行の車椅子・高齢者向け観光地の提案,Widget or Iframe,15,832,2026-01-26 21:47:12,assistant,text,"車椅子利用者と高齢者も観て楽しめる施設をご紹介しました。焼津小泉八雲記念館、うみしる、うみえ～る焼津は、いずれもバリアフリー対応で、焼津の文化や海の魅力を学べる施設です。

これらの施設へのアクセス方法や、営業時間などの詳しい情報が必要でしたらお知らせください。",0.65234375,,llm,"[{""type"": ""link"", ""name"": ""https://sakidori.co/category/book""}, {""type"": ""link"", ""name"": ""https://sakidori.co/tag/6620""}, {""type"": ""link"", ""name"": ""https://sakidori.co/popular""}]"
e0eb3096-4f74-4772-9e15-a199f0e044e2,Family Trip Planning in Yaizu,Widget or Iframe,0,833,2026-01-26 19:56:58,assistant,text,焼津へようこそ！🌊観光チャットボットはこちらからどうぞ,,,,[]
e0eb3096-4f74-4772-9e15-a199f0e044e2,Family Trip Planning in Yaizu,Widget or Iframe,1,834,2026-01-26 19:56:58,assistant,text,Welcome to Yaizu! 🌊Your local travel assistant is here — feel free to ask anything.,,,,[]
e0eb3096-4f74-4772-9e15-a199f0e044e2,Family Trip Planning in Yaizu,Widget or Iframe,2,835,2026-01-26 19:56:58,user,text,👨‍👩‍👧 Family / ご家族,,,,
e0eb3096-4f74-4772-9e15-a199f0e044e2,Family Trip Planning in Yaizu,Widget or Iframe,3,836,2026-01-26 19:57:02,assistant,text,"ご家族での焼津旅行ですね。  
焼津には、お子さまから大人まで楽しめる場所がたくさんあります。

年齢や人数に合わせて、無理のないプランをご案内できます。  
気になるものを選ぶか、自由に質問してください。

**▼ 例えばこんなご案内ができます**

- 子どもが楽しめる施設・体験スポット
- 家族で入りやすい飲食店
- 雨の日の過ごし方
- ご家族向けの宿泊施設

「子どもの年齢は〇歳」「短時間で回りたい」など、  
具体的に教えていただけると、より詳しくご案内できます 😊",0.8897954226,,qna,[]
6f2f5d16-f12a-4fdf-89e1-b20d6ec6cab4,Family Trip Planning to Yaizu,Widget or Iframe,0,837,2026-01-26 10:35:10,assistant,text,焼津へようこそ！🌊観光チャットボットはこちらからどうぞ,,,,[]
6f2f5d16-f12a-4fdf-89e1-b20d6ec6cab4,Family Trip Planning to Yaizu,Widget or Iframe,1,838,2026-01-26 10:35:10,assistant,text,Welcome to Yaizu! 🌊Your local travel assistant is here — feel free to ask anything.,,,,[]
6f2f5d16-f12a-4fdf-89e1-b20d6ec6cab4,Family Trip Planning to Yaizu,Widget or Iframe,2,839,2026-01-26 10:35:10,user,text,👨‍👩‍👧 Family / ご家族,,,,
6f2f5d16-f12a-4fdf-89e1-b20d6ec6cab4,Family Trip Planning to Yaizu,Widget or Iframe,3,840,2026-01-26 10:35:13,assistant,text,"ご家族での焼津旅行ですね。  
焼津には、お子さまから大人まで楽しめる場所がたくさんあります。

年齢や人数に合わせて、無理のないプランをご案内できます。  
気になるものを選ぶか、自由に質問してください。

**▼ 例えばこんなご案内ができます**

- 子どもが楽しめる施設・体験スポット
- 家族で入りやすい飲食店
- 雨の日の過ごし方
- ご家族向けの宿泊施設

「子どもの年齢は〇歳」「短時間で回りたい」など、  
具体的に教えていただけると、より詳しくご案内できます 😊",0.8896973133,,qna,[]
6f2f5d16-f12a-4fdf-89e1-b20d6ec6cab4,Family Trip Planning to Yaizu,Widget or Iframe,4,841,2026-01-26 10:36:17,user,text,焼津をレンタサイクルで観光したいけどレンタサイクルの予約はできる？,,,,
